bedrooms,bathrooms,bathroomsFull,bathroomsThreeQuarter,bathroomsHalf,bathroomsOneQuarter,bathroomsPartial,mainLevelBathrooms,rooms,basement,flooring,heating,hasHeating,cooling,hasCooling,appliances,laundryFeatures,fireplaces,fireplaceFeatures,hasFireplace,furnished,commonWalls,buildingArea,livingArea,aboveGradeFinishedArea,belowGradeFinishedArea,parking,parkingFeatures,garageSpaces,coveredSpaces,hasAttachedGarage,hasGarage,openParkingSpaces,hasOpenParking,carportSpaces,hasCarport,otherParking,accessibilityFeatures,levels,stories,entryLevel,entryLocation,hasPrivatePool,hasSpa,spaFeatures,exteriorFeatures,patioAndPorchFeatures,fencing,view,hasView,hasWaterfrontView,waterfrontFeatures,frontageType,frontageLength,topography,woodedArea,vegetation,canRaiseHorses,lotSize,lotSizeDimensions,otherStructures,additionalParcelsDescription,hasAdditionalParcels,parcelNumber,hasAttachedProperty,hasLandLease,landLeaseAmount,zoning,zoningDescription,homeType,architecturalStyle,constructionMaterials,foundationDetails,roofType,windowFeatures,propertyCondition,isNewConstruction,yearBuiltEffective,builderModel,hasHomeWarranty,electric,hasElectricOnProperty,gas,sewer,waterSources,utilities,greenBuildingVerificationType,greenEnergyEfficient,greenIndoorAirQuality,greenSustainability,greenWaterConservation,numberOfUnitsInCommunity,numberOfUnitsVacant,storiesTotal,hasPetsAllowed,hasRentControl,buildingFeatures,structureType,buildingName,elementarySchool,elementarySchoolDistrict,middleOrJuniorSchool,middleOrJuniorSchoolDistrict,highSchool,highSchoolDistrict,securityFeatures,communityFeatures,isSeniorCommunity,cityRegion,listingId,buildingAreaSource,otherFacts,zipcode,streetAddress,city,state,latitude,longitude,price,homeStatus,photoCount,imageId,description
3,3,0,0,0,0,,,,,"['Carpet', 'Linoleum / Vinyl']",['Other'],True,['Central'],True,,,,,True,False,,,1550.0,,,,['Attached Garage'],2,,False,True,,False,,False,,,,2,,,,,,['Vinyl'],,,,,,,,,,,,False,,,,,False,1202722230069,False,False,,,,Townhouse,,,['Concrete Block'],Asphalt,,,False,2004,,False,,,,,,,,,,,,,,,True,False,,Other,,,South Washington County #833,,South Washington County #833,,South Washington County #833,,,False,Saint Paul Park,,,[],55071,960 Main St,Saint Paul Park,MN,44.84083,-93.001917,185000.0,RECENTLY_SOLD,0,55071_26,"Recently sold: $185,000. "
3,2,0,0,0,0,,,,Partially finished,['Hardwood'],['Forced air'],True,,,,,,,,False,,,944.0,,,,['Attached Garage'],1,,False,True,,False,,False,,,,1,,,,,,['Metal'],,,,,,,,,,,,False,0.3 acres,,,,False,0702721330038,False,False,,,,Single Family,,,['Concrete Block'],Asphalt,,,False,,,False,,,,,,,,,,,,,,,True,False,,Other,,,South Washington County #833,,South Washington County #833,,South Washington County #833,,,False,Saint Paul Park,,,[],55071,1145 Marshall Ave,Saint Paul Park,MN,44.836838,-92.980278,182500.0,RECENTLY_SOLD,0,55071_27,"Recently sold: $182,500. "
3,2,,,,,,,,Finished,,,,,,,,,,,False,,,1118.0,,,,,,,False,,,False,,False,,,,1,,,,,,,,,,,,,,,,,,False,,,,,False,1202722440085,False,False,,,,Single Family,,,,,,,False,,,False,,,,,,,,,,,,,,,True,False,,,,,,,,,,,,False,Saint Paul Park,,,[],55071,1228 Holley Ave,Saint Paul Park,MN,44.835456,-92.988092,232751.0,RECENTLY_SOLD,0,55071_28,"Recently sold: $232,751. 1228 Holley Ave, Saint Paul Park, MN is a single family home that contains 1,118 sq ft and was built in 1950. It contains 3 bedrooms and 2 bathrooms. This home last sold for $232,751 in November 2019. 
 
The Zestimate for this house is $238,710, which has increased by $3,329 in the last 30 days. The Rent Zestimate for this home is $1,550/mo, which has decreased by $11/mo in the last 30 days. "
4,2,2,0,0,0,,,[],Finished,,['Forced air'],True,,,"['Dishwasher', 'Microwave', 'Range / Oven', 'Refrigerator']",,,,,False,,,2033.0,,,,['Attached Garage'],,,False,,,False,,False,,,,,,,,,,['Vinyl'],,,,,,,,,,,,False,0.17 acres,,,,False,1202722320157,False,False,,,,Single Family,,,,Asphalt,,,False,2010,,False,,,,,,,,,,,,,,,True,False,,,,,,,,,,,,False,Saint Paul Park,,,"[{'name': 'PRESENTUSE', 'value': 'Yearly'}, {'name': 'STATUS', 'value': 'Pending'}, {'name': 'ZONING', 'value': 'Residential-Single Family'}, {'name': 'CONSTRUCTIONSTATUS', 'value': 'Previously Owned'}, {'name': 'GARAGEDESCRIPTION', 'value': 'Attached Garage'}, {'name': 'HEATINGDESCRIPTION', 'value': 'Forced Air'}, {'name': 'APPLIANCES', 'value': 'Range, Refrigerator, Microwave, Dishwasher'}, {'name': 'BASEMENT', 'value': 'Finished (Livable)'}, {'name': 'ROOMFLOOR1', 'value': 'Main'}, {'name': 'ROOF', 'value': 'Asphalt Shingles'}, {'name': 'EXTERIOR', 'value': 'Vinyl'}, {'name': 'FUEL', 'value': 'Natural Gas'}, {'name': 'SEWER', 'value': 'City Sewer/Connected'}, {'name': 'WATER', 'value': 'City Water/Connected'}, {'name': 'BATHDESC', 'value': 'Main Floor Full Bath, Full Basement'}, {'name': 'DININGROOMDESCRIPTION', 'value': 'Informal Dining Room'}, {'name': 'FENCE', 'value': 'Privacy, Chain Link'}, {'name': 'TAXYEAR', 'value': '2019.00'}, {'name': 'DAYSONMARKET', 'value': '14'}, {'name': 'DAYSONMARKETCUMULATIVE', 'value': '14'}, {'name': 'OFFMARKETDATE', 'value': '2019-10-11T07:56:09'}]",55071,1140 Main St,Saint Paul Park,MN,44.837998,-93.001811,271900.0,RECENTLY_SOLD,0,55071_29,"Recently sold: $271,900. "
3,2,1,0,1,1,,,[],Unfinished,"['Carpet', 'Hardwood', 'Slate']",['Forced air'],True,['Central'],True,"['Dishwasher', 'Dryer', 'Freezer', 'Microwave', 'Range / Oven', 'Refrigerator', 'Washer']",,,,,False,,,1500.0,,,,['Detached Garage'],1,,False,True,,False,,False,,,,2,,,,,,['Vinyl'],,,,,,,,,,,,False,0.45 acres,,,,False,1202722410039,False,False,,,,Single Family,,,['Concrete Block'],Asphalt,,,False,2018,,False,,,,,,,,,,,,,,,True,False,,Other,,,,,,,,,,False,Saint Paul Park,,,"[{'name': 'PRESENTUSE', 'value': 'Yearly'}, {'name': 'STATUS', 'value': 'Pending'}, {'name': 'ZONING', 'value': 'Residential-Single Family'}, {'name': 'BASEMENT', 'value': 'Full, Concrete Block, Unfinished'}, {'name': 'CONSTRUCTIONSTATUS', 'value': 'Previously Owned'}, {'name': 'GARAGEDESCRIPTION', 'value': 'Detached Garage, Driveway - Asphalt'}, {'name': 'HEATINGDESCRIPTION', 'value': 'Forced Air'}, {'name': 'ROOMFLOOR1', 'value': 'Main'}, {'name': 'EXTERIOR', 'value': 'Vinyl'}, {'name': 'FUEL', 'value': 'Natural Gas'}, {'name': 'SEWER', 'value': 'City Sewer/Connected'}, {'name': 'WATER', 'value': 'City Water/Connected'}, {'name': 'TAXYEAR', 'value': '2019.00'}, {'name': 'DAYSONMARKET', 'value': '12'}, {'name': 'DAYSONMARKETCUMULATIVE', 'value': '12'}, {'name': 'OFFMARKETDATE', 'value': '2019-08-06T00:00:00'}]",55071,1109 Ashland Ave,Saint Paul Park,MN,44.837938,-92.987475,242000.0,RECENTLY_SOLD,28,55071_30,"Recently sold: $242,000. Beautifully renovated home in St. Paul Park. Great features;  main floor hardwood, breakfast bar, laundry in upstairs bath, 1/2 acre lot. Also new roof, siding, electrical service, wiring, furnace, plumbing, drywall, flooring, kitchen appliances. Don't miss the opportunity to call this home yours! Call for a showing!

PS owners willing to work with buyer realtors to be sure they get their commission. Call or text 612 990 3023"
3,2,1,0,1,0,,,,Partially finished,"['Carpet', 'Linoleum / Vinyl']",['Forced air'],True,,,"['Dishwasher', 'Dryer', 'Range / Oven', 'Refrigerator']",,,,True,False,,,1416.0,,,,['Detached Garage'],3,,False,True,,False,,False,,,,0,,,,,,['Metal'],,,,,,,,,,,,False,0.31 acres,,,,False,1202722130029,False,False,,,,Single Family,,,['Concrete Block'],Asphalt,,,False,1920,,False,,,,,,,,,,,,,,,True,False,,Other,,,,,,,,,,False,Saint Paul Park,,,[],55071,900 Portland Ave,Saint Paul Park,MN,44.842001,-92.989545,242000.0,RECENTLY_SOLD,38,55071_31,"Recently sold: $242,000. Welcome home to a charming Dutch Colonial on one of the nicest lots in St. Paul Park! Occupying nearly a third of an acre, this adorable cottage with its lush gardens and pond with waterfall provide an oasis for bees, hummingbirds--and soon, the lucky new owners-to-be! Many updates include fresh paint throughout, new stainless kitchen appliances, furnace 2010. A beautifully remodeled bath and 3 bedrooms complete the upper level. hardwood floors up and down! Enjoy dinner or a glass of wine on the deck this fall and cozy up to the gas fireplace come winter. The 2001-built 3-stall garage has an extra lift door to the backyard for easy access. Make this gem your own, and build equity when you finish the over 800 sq. ft. lower level with separate entrance!"
3,2,1,1,0,0,,,[],Finished,"['Carpet', 'Linoleum / Vinyl']",['Forced air'],True,,,"['Dishwasher', 'Microwave', 'Range / Oven', 'Refrigerator']",,,,,False,,,1814.0,,,,['Attached Garage'],2,,False,True,,False,,False,,,,,,,,,,['Vinyl'],,,,,,,,,,,,False,0.28 acres,,,,False,1202722310009,False,False,,,,Single Family,,,['Concrete Block'],Asphalt,,,False,1985,,False,,,,,,,,,,,,,,,True,False,,,,,,,,,,,,False,Saint Paul Park,,,"[{'name': 'PRESENTUSE', 'value': 'Yearly'}, {'name': 'STATUS', 'value': 'Pending'}, {'name': 'ZONING', 'value': 'Residential-Single Family'}, {'name': 'CONSTRUCTIONSTATUS', 'value': 'Previously Owned'}, {'name': 'GARAGEDESCRIPTION', 'value': 'Attached Garage'}, {'name': 'HEATINGDESCRIPTION', 'value': 'Forced Air'}, {'name': 'FRONTAGEFEET', 'value': 'City'}, {'name': 'APPLIANCES', 'value': 'Range, Refrigerator, Microwave, Dishwasher'}, {'name': 'BASEMENT', 'value': 'Finished (Livable), Sump Pump, Daylight/Lookout Windows, Drain Tiled'}, {'name': 'ROOF', 'value': 'Asphalt Shingles'}, {'name': 'EXTERIOR', 'value': 'Vinyl'}, {'name': 'FUEL', 'value': 'Natural Gas'}, {'name': 'SEWER', 'value': 'City Sewer/Connected'}, {'name': 'WATER', 'value': 'City Water/Connected'}, {'name': 'BATHDESC', 'value': '3/4 Basement, Upper Level Full Bath'}, {'name': 'DININGROOMDESCRIPTION', 'value': 'Informal Dining Room'}, {'name': 'ROOMFLOOR1', 'value': 'Upper'}, {'name': 'TAXYEAR', 'value': '2019.00'}, {'name': 'DAYSONMARKET', 'value': '19'}, {'name': 'DAYSONMARKETCUMULATIVE', 'value': '19'}, {'name': 'OFFMARKETDATE', 'value': '2019-08-06T23:27:32'}]",55071,1021 3rd St,Saint Paul Park,MN,44.839505,-92.998329,250000.0,RECENTLY_SOLD,0,55071_32,"Recently sold: $250,000. "
3,2,1,0,1,0,,,[],,,['Forced air'],True,['Central'],True,"['Range', 'Microwave', 'Dishwasher', 'Refrigerator', 'Washer', 'Dryer']",,,,True,False,,,1656.0,,,,['Attached Garage'],2,,False,True,,False,,False,,,,2,,,,,,"['Brick', 'Stone', 'Vinyl']",,,,,,,,,,,,False,0.24 acres,,,,False,1202722320070,False,False,,Residential-Single Family,,Townhouse,,,['Slab'],,,,False,,,False,,,,['City Sewer/Connected'],,,,,,,,,,,True,False,,Other,,,833 - South Washington County,,833 - South Washington County,,833 - South Washington County,,,False,Saint Paul Park,,,"[{'name': 'AmenitiesUnit', 'value': 'Washer/Dryer Hookup, Patio, Master Bedroom Walk-In Closet'}, {'name': 'Exterior', 'value': 'Brick/Stone, Vinyl'}, {'name': 'DiningRoomDescription', 'value': 'Kitchen/Dining Room'}, {'name': 'Fuel', 'value': 'Natural Gas'}, {'name': 'GarageDescription', 'value': 'Attached Garage, Garage Door Opener'}, {'name': 'FireplaceLoc', 'value': 'Living Room, Gas Burning'}, {'name': 'SpecialSearch', 'value': '3 BR on One Level, 2nd Floor Laundry'}, {'name': 'HeatingDescription', 'value': 'Forced Air'}, {'name': 'BathDesc', 'value': 'Main Floor 1/2 Bath, Upper Level Full Bath'}, {'name': 'PresentUse', 'value': 'Yearly'}, {'name': 'Water', 'value': 'City Water/Connected'}, {'name': 'TaxYear', 'value': '2019.00'}, {'name': 'CONSTRUCTIONSTATUS', 'value': 'Previously Owned'}, {'name': 'Status', 'value': 'Active'}, {'name': 'AssocFeeIncludes', 'value': 'Sanitation, Outside Maintenance, Building Exterior, Professional Mgmt, Water/Sewer, Hazard Insurance, Snow Removal, Lawn Care'}]",55071,21 River Woods Dr W,Saint Paul Park,MN,44.839845,-93.002895,205000.0,RECENTLY_SOLD,0,55071_33,"Recently sold: $205,000. Super sharp end unit town home situated nicely on a treed lot at the end of a private road...feels like single
family home! Classy stone accents on exterior with maintenance free siding. Bright, open, spacious layout
on main level with beautiful decor. Living room has rich/dark HW floors, recessed lighting and gas fireplace.
Good sized dining area with open concept and large enough to entertain. Kitchen has large peninsula with
breakfast bar that opens to living/dining rooms and includes granite counter tops, stainless appliances, walkin pantry and updated lighting. Convenient 1/2 bath on main as well. Park like/private yard space right out
your door with 15 x 7 patio. Upper level includes 3 spacious bedrooms, a nice sized full bath with double
sinks and nice laundry room. Master bedroom has huge walk-in closet. Oversize hallway allows options for
furniture/living space. Note: new carpet throughout upper level! Beautiful home / awesome end unit
location / great value!"
3,2,1,0,1,0,,,[],"Full, Drain Tiled, Unfinished, Sump Pump, Concrete Block, Daylight/Lookout Windows","['Carpet', 'Hardwood']",['Forced air'],True,['Central'],True,"['Range', 'Microwave', 'Dishwasher', 'Refrigerator', 'Washer', 'Dryer', 'Cooktop']",,,,True,False,,,988.0,,,,['Attached Garage'],0,,False,False,,False,,False,,,,1,,,,,,['Vinyl'],,,,,,,,,,,,False,0.25 acres,,,,False,1802721210023,False,False,,Residential-Single Family,,Single Family,,,['Concrete Block'],Asphalt,,,False,,,False,,,,['City Sewer/Connected'],,,,,,,,,,,True,False,,Ranch,,,,,,,,,,False,Saint Paul Park,,,"[{'name': 'Fuel', 'value': 'Natural Gas'}, {'name': 'Exterior', 'value': 'Vinyl'}, {'name': 'Fence', 'value': 'Wood, Privacy, Full'}, {'name': 'FireplaceLoc', 'value': 'Living Room'}, {'name': 'SpecialSearch', 'value': '3 BR on One Level, Main Floor Bedroom'}, {'name': 'HeatingDescription', 'value': 'Forced Air'}, {'name': 'PresentUse', 'value': 'Yearly'}, {'name': 'Roof', 'value': 'Asphalt Shingles, Age Over 8 Years'}, {'name': 'FrontageFeet', 'value': 'City'}, {'name': 'Water', 'value': 'City Water/Connected'}, {'name': 'DiningRoomDescription', 'value': 'Separate/Formal Dining Room'}, {'name': 'TaxYear', 'value': '2018.00'}, {'name': 'CONSTRUCTIONSTATUS', 'value': 'Previously Owned'}, {'name': 'Status', 'value': 'Active'}]",55071,1488 Blossom Ln,Saint Paul Park,MN,44.832105,-92.977963,230000.0,RECENTLY_SOLD,0,55071_34,"Recently sold: $230,000. Perfectly maintained St. Paul Park rambler with 3 bedrooms on the main level and room to expand in the lower level.  Everything is done for you here.  Drain tiled and sump pump, radon mitigation system, newer maintenance free steel siding, new kitchen appliances and flooring, new concrete work and a fantastic Sun Room.  Newer windows thru out and maintenance free deck.  Gorgeous corner lot with fenced back yard and in ground sprinklers.  Come home today!"
3,3,,,,,,,,Finished,,,,,,,,,,,False,,,1458.0,,,,,,,False,,,False,,False,,,,1,,,,,,,,,,,,,,,,,,False,,,,,False,1202722340168,False,False,,,,Single Family,,,,,,,False,,,False,,,,,,,,,,,,,,,True,False,,Ranch,,,,,,,,,,False,Saint Paul Park,,,[],55071,1345 4th St,Saint Paul Park,MN,44.833455,-92.996608,333000.0,RECENTLY_SOLD,0,55071_35,"Recently sold: $333,000. 1345 4th St, Saint Paul Park, MN is a single family home that contains 1,458 sq ft and was built in 2015. It contains 3 bedrooms and 3 bathrooms. This home last sold for $333,000 in August 2019. 
 
The Zestimate for this house is $346,256, which has increased by $8,870 in the last 30 days. The Rent Zestimate for this home is $1,795/mo, which has increased by $96/mo in the last 30 days. "
3,1,0,0,0,0,,,,,"['Carpet', 'Linoleum / Vinyl']",['Forced air'],True,['Central'],True,,,,,True,False,,,1260.0,,,,"['Attached Garage', 'Detached Garage']",1,,False,True,,False,,False,,,,1,,,,,,['Metal'],,,,,,,,,,,,False,0.2 acres,,,,False,1202722130032,False,False,,,,Single Family,,,['Concrete Block'],Asphalt,,,False,,,False,,,,,,,,,,,,,,,True,False,,Other,,,South Washington 833,,South Washington 833,,South Washington 833,,,False,Saint Paul Park,,,[],55071,832 Portland Ave,Saint Paul Park,MN,44.842835,-92.989551,205000.0,RECENTLY_SOLD,21,55071_36,"Recently sold: $205,000. ADORABLE 3 BEDROOM HOME FEATURING NEW ROOF ON HOUSE AND GARAGE, NEWLY REMODELED UPPER LEVEL, BEAUTIFULLY REFINISHED HARDWOOD FLOORS, NEW PAINT AND CARPET. GAS FIREPLACE, BAY WINDOWS, FRESH KITCHEN AND BATH, LOTS OF CHARM! SPACIOUS, OPEN BASEMENT WITH INTERIOR DRAIN TILE AND MANY POSSIBILITIES. AMAZING PRIVATE, FENCED YARD WITH PATIO!"
4,2,1,1,0,0,,,[],Finished,['Hardwood'],['Forced air'],True,,,['Furnace Humidifier'],,,,,False,,,1588.0,,,,['Detached Garage'],2,,False,True,,False,,False,,,,,,,,,,"['Metal', 'Vinyl']",,,,,,,,,,,,False,0.16 acres,,,,False,1202722120066,False,False,,Residential-Single,,Single Family,,,['Concrete Block'],Asphalt,,,False,1978,,False,,,,['City Sewer/Connected'],,,,,,,,,,,True,False,,,,,833 - South Washington County,,833 - South Washington County,,833 - South Washington County,,,False,Saint Paul Park,,,"[{'name': 'AmenitiesUnit', 'value': 'Kitchen Window, Washer/Dryer Hookup'}, {'name': 'BathDesc', 'value': 'Main Floor 3/4 Bath'}, {'name': 'Fuel', 'value': 'Natural Gas'}, {'name': 'Fence', 'value': 'Wood, Privacy'}, {'name': 'PresentUse', 'value': 'Yearly'}, {'name': 'Roof', 'value': 'Age 8 Years or Less'}, {'name': 'FrontageFeet', 'value': 'City'}, {'name': 'Water', 'value': 'City Water/Connected'}]",55071,620 Pleasant Ave,Saint Paul Park,MN,44.84684,-92.992471,241900.0,RECENTLY_SOLD,19,55071_37,"Recently sold: $241,900. Affordable Saint Paul Park home, 4 bedroom/2 bath home has many updates throughout.  Beautiful warm flooring and other updates.  Enjoy outdoor living from the deck overlooking the private fenced backyard.  Great value, just blocks to the Mississippi boat launch."
4,3,3,0,0,0,,,[],"Full, Finished (Livable), Drain Tiled, Sump Pump, Walkout, Egress Windows, Poured Concrete","['Hardwood', 'Tile']",['Forced air'],True,['Central'],True,"['Range', 'Microwave', 'Dishwasher', 'Refrigerator', 'Washer', 'Dryer', 'Disposal', 'Water Softener - Owned', 'Furnace Humidifier']",,,,True,False,,,3034.0,,,,['Attached Garage'],2,,False,True,,False,,False,,,,1,,,,,,"['Brick', 'Stone', 'Vinyl']",,,['Water'],True,True,,,,,,,False,0.14 acres,,,,False,1102722410051,False,False,,Residential-Single Family,,Townhouse,,,['Concrete'],Asphalt,,,False,,,False,,,,['City Sewer/Connected'],,,,,,,,,,,True,False,,Other,,,South Washington County #833,,South Washington County #833,,South Washington County #833,,,False,Saint Paul Park,,,"[{'name': 'AmenitiesUnit', 'value': 'Deck, Natural Woodwork, Vaulted Ceiling(s), Hardwood Floors, Tiled Floors, Washer/Dryer Hookup, Patio, Walk-In Closet, Ceiling Fan(s), In-Ground Sprinkler, Security System, Other, Kitchen Center Island, French Doors, Master Bedroom Walk-In Closet, Main Floor Master Bedroom, Paneled Doors, Panoramic View, Cable'}, {'name': 'BathDesc', 'value': 'Full Master, Main Floor Full Bath, Full Basement'}, {'name': 'Exterior', 'value': 'Brick/Stone, Vinyl'}, {'name': 'Fuel', 'value': 'Natural Gas'}, {'name': 'GarageDescription', 'value': 'Attached Garage, Insulated Garage, Garage Door Opener, Driveway - Asphalt'}, {'name': 'FireplaceLoc', 'value': 'Living Room, Family Room, Gas Burning'}, {'name': 'SpecialSearch', 'value': '3 BR on One Level, Main Floor Laundry, Main Floor Bedroom, All Living Facilities on One Level'}, {'name': 'HeatingDescription', 'value': 'Forced Air'}, {'name': 'FrontageFeet', 'value': 'Paved Streets, Private, Curbs, Cul De Sac, No Outlet/Dead End'}, {'name': 'PresentUse', 'value': 'Yearly'}, {'name': 'Roof', 'value': 'Asphalt Shingles, Age Over 8 Years'}, {'name': 'DiningRoomDescription', 'value': 'Living/Dining Room'}, {'name': 'Water', 'value': 'City Water/Connected'}, {'name': 'LakeWaterfront', 'value': 'River View'}, {'name': 'WaterfrontView', 'value': 'River'}, {'name': 'TaxYear', 'value': '2019.00'}, {'name': 'CONSTRUCTIONSTATUS', 'value': 'Previously Owned'}, {'name': 'Status', 'value': 'Active'}, {'name': 'AssocFeeIncludes', 'value': 'Sanitation, Outside Maintenance, Building Exterior, Professional Mgmt, Water/Sewer, Hazard Insurance, Snow Removal, Lawn Care'}]",55071,211 River Woods Dr W,Saint Paul Park,MN,44.839639,-93.005439,325000.0,RECENTLY_SOLD,2,55071_38,"Recently sold: $325,000. Cleaned &amp; Sanitized! Perched high atop the eastern bluffs of the Mississippi River, this spectacular end unit is truly a hidden gem! Offering quick &amp; easy access to highways while maintaining a scenic &amp; serene setting, you will discover just how close dining, shopping, recreation, the airport, Mpls &amp; St Paul's downtown really are. Enjoy the plethora of high end upgrades including cherry wood cabinetry &amp; floors, Stainless steel appliances, granite counter tops, glass/ceramic backsplash, volume ceiling heights, built in sound system &amp; more bells &amp; whistles. The open &amp; bright floor plan is perfect for entertaining. One-level living truly at it's finest with a full walkout lower level &amp; serious storage. Must see to believe."
2,2,1,0,1,0,,,,,,['Forced air'],True,['Central'],True,,,,,True,False,,,1590.0,,,,['Attached Garage'],2,,False,True,,False,,False,,,,2,,,,,,,,,,,,,,,,,,False,,,,,False,1202722320080,False,False,,,,Townhouse,,,['Slab'],,,,False,,,False,,,,,,,,,,,,,,,True,False,,Other,,,,,,,,,,False,Saint Paul Park,,,[],55071,41 River Woods Dr W,Saint Paul Park,MN,44.839845,-93.003405,198000.0,RECENTLY_SOLD,0,55071_39,"Recently sold: $198,000. Wonderful privacy in this 2 bedrooms plus loft end unit. The home features a gas fireplace, upper level laundry, a large kitchen pantry, master bedroom with walk in closet and large side yard space. One of the best locations in the neighborhood.  Convenient location, don't miss out on this one!"
3,1,1,0,0,0,,,,Partially finished,"['Carpet', 'Hardwood']",['Forced air'],True,['Central'],True,"['Dishwasher', 'Dryer', 'Microwave', 'Range / Oven', 'Refrigerator', 'Washer']",,,,False,False,,,940.0,,,,"['Attached Garage', 'Detached Garage']",2,,False,True,,False,,False,,,,1,,,False,False,,['Stucco'],,,,,False,,,,,,,False,0.16 acres,,,,False,1202722210037,False,False,,,,Single Family,,,['Concrete Block'],Asphalt,,,False,1950,,False,,,,,,,,,,,,,,,True,False,,Other,,,,,,,,,,False,Saint Paul Park,,,[],55071,650 3rd St,Saint Paul Park,MN,44.846156,-92.997551,165000.0,RECENTLY_SOLD,0,55071_40,"Recently sold: $165,000. "
4,2,1,1,0,0,,,,Finished,"['Carpet', 'Linoleum / Vinyl']","['Forced air', 'Wall']",True,['Central'],True,,,,,,False,,,1858.0,,,,['Attached Garage'],2,,False,True,,False,,False,,,,,,,,,,['Metal'],,,,,,,,,,,,False,0.22 acres,,,,False,1302722110043,False,False,,,,Single Family,,,['Concrete Block'],Asphalt,,,False,,,False,,,,,,,,,,,,,,,True,False,,,,,,,,,,,,False,Saint Paul Park,,,[],55071,1448 Laurel Ave,Saint Paul Park,MN,44.831567,-92.984958,272000.0,RECENTLY_SOLD,0,55071_41,"Recently sold: $272,000. Completely updated and mint condition! Recent improvements include, new carpet throughout, fresh paint, new kitchen appliances and wood floors, updated baths and more. Property offers a 20x10 heated workshop, sunroom overlooking the backyard, deck, front porch, over sized garage and more. A must see!"
4,2,2,0,0,0,,,,Finished,"['Carpet', 'Hardwood']",['Forced air'],True,['Central'],True,"['Dishwasher', 'Dryer', 'Freezer', 'Garbage disposal', 'Microwave', 'Range / Oven', 'Refrigerator', 'Washer']",,,,False,False,,,1800.0,,,,['Detached Garage'],4,,False,True,,False,,False,,,,4,,,False,False,,"['Brick', 'Stucco', 'Vinyl']",,,,,False,,,,,,,False,0.22 acres,,,,False,1802721220086,False,False,,,,Single Family,,,['Concrete Block'],Shake/Shingle,,,False,1964,,False,,,,,,,,,,,,,,,True,False,,Split level,,,,,,,,,,False,Saint Paul Park,,,[],55071,1448 Lincoln Ave,Saint Paul Park,MN,44.831441,-92.983704,255000.0,RECENTLY_SOLD,0,55071_42,"Recently sold: $255,000. Wonderful St Paul Park Home!"
4,2,1,1,0,0,,,[],Daylight/Lookout Windows,['Hardwood'],['Forced air'],True,,,['Water Softener - Owned'],,,,,False,,,1744.0,,,,['Attached Garage'],2,,False,True,,False,,False,,,,,,,,,,['Metal'],,,,,,,,,,,,False,0.28 acres,,,,False,1302722140060,False,False,,Residential-Single Family,,Single Family,,,['Other'],Asphalt,,,False,1989,,False,,,,['City Sewer/Connected'],,,,,,,,,,,True,False,,,,,,,,,,,,False,Saint Paul Park,,,"[{'name': 'AmenitiesUnit', 'value': 'Natural Woodwork, Kitchen Window'}, {'name': 'Fuel', 'value': 'Natural Gas'}, {'name': 'GarageDescription', 'value': 'Garage Door Opener, Driveway - Asphalt'}, {'name': 'BathDesc', 'value': 'Main Floor Full Bath'}, {'name': 'FrontageFeet', 'value': 'Paved Streets, City, Curbs'}, {'name': 'PresentUse', 'value': 'Yearly'}, {'name': 'Roof', 'value': 'Pitched, Age 8 Years or Less'}, {'name': 'Water', 'value': 'City Water/Connected'}, {'name': 'Fence', 'value': 'Chain Link'}, {'name': 'TaxYear', 'value': '2018.00'}, {'name': 'CONSTRUCTIONSTATUS', 'value': 'Previously Owned'}, {'name': 'Status', 'value': 'Active'}]",55071,1550 Summit Ave,Saint Paul Park,MN,44.828962,-92.98817,268900.0,RECENTLY_SOLD,0,55071_43,"Recently sold: $268,900. "
3,2,1,1,0,0,,,,Finished,"['Hardwood', 'Linoleum / Vinyl']",['Forced air'],True,['Central'],True,"['Microwave', 'Refrigerator']",,,,,False,,,1638.0,,,,"['Attached Garage', 'Detached Garage']",2,,False,True,,False,,False,,,,1,,,,,,['Metal'],,,,,,,,,,,,False,0.26 acres,,,,False,0702721310047,False,False,,,,Single Family,,,['Concrete Block'],Asphalt,,,False,1950,,False,,,,,,,,,,,,,,,True,False,,Ranch,,,South Washington 833,,South Washington 833,,South Washington 833,,,False,Saint Paul Park,,,[],55071,1045 Mccammon Ave,Saint Paul Park,MN,44.838719,-92.978861,253045.0,RECENTLY_SOLD,14,55071_44,"Recently sold: $253,045. This 3 bedroom has updates galore.  From the Kitchen with new cabinets, luxury flooring and new SS appliances to the new bedroom and bath added to the lower level, this gem keeps is classic bones, with new modern accents.  The original hardwood floors on the main level gleam brightly with the abundance of light coming from the brand new windows. Lower level offers a spacious family room with luxury plush carpet for entertaining space. Don't miss out, see today!"
